id,dialect_region,token,gloss_ar,source,filename,source_url
269,Latakian,بعّئ,صرخ,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
270,Latakian,جنّط,بنشر,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
271,Latakian,تاسومة,حذاء,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
272,Latakian,تخّر,أفسح الطريق,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
273,Latakian,تخريجة,  ثغرة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
274,Latakian,تضرب بنيعك,عليك اللعنة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
275,Latakian,جعاري,عالي الصوت,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
276,Latakian,جفت,بندقية صيد,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
277,Latakian,حلّ عنّو,دعك منه,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
278,Latakian,حليئ,إذهب من وجهي,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
279,Latakian,جلجوء,لاقيمة له,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
280,Latakian,درمل,إذهب بسرعة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
281,Latakian,دشّر,دع,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
282,Latakian,دلدوء,منافق أو من لا قيمة له,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
283,Latakian,دينتي,أذني,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
284,Latakian,ترخّ عليه,تثقل عليه,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
285,Latakian,سجرة,شجرة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
286,Latakian,سدّو لباجوقك,أغلق فمك,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
287,Latakian,سدّلي نيعك,أغلق فمك,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
288,Latakian,سدّ بوزك,أغلق فمك,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
289,Latakian,السرتفيكا,الشهادة الابتدائية,website,,https://ya-shabab.yoo7.com/t57-topic
290,Latakian,سلاقي,من أنواع الكلاب,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
291,Latakian,شبك؟,ماذا بك؟,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
292,Latakian,شحّاري,يا للمصيبة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
293,Latakian,شحميطي,يا للمصيبة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
294,Latakian,شحّاراسي,يا للمصيبة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
295,Latakian,عزرط,عديم القيمة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
296,Latakian,عيٌن,انظر,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
297,Latakian,غلونجي,أسعاره مرتفعة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
298,Latakian,فهنه,يوجد,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
299,Latakian,فدّان,ثور,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
300,Latakian,فرخ افوكاتو,محامي مبتدئ,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
301,Latakian,فوّامات سواجير,فلاتر السجائر,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
302,Latakian,قضّوضة,شطيرة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
303,Latakian,سندويشة,شطيرة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
304,Latakian,كعرو,طرده,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
305,Latakian,قلّعو,طرده,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
306,Latakian,كرفتّا,رباطة عنق,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
307,Latakian,كزدانة,كاسدة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
308,Latakian,طربيزة,طاولة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
309,Latakian,لاطي,مترقب بحذر,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
310,Latakian,لبود,انتظر بهدوء,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
311,Latakian,ضحكتو لقراميش دينيه,ابتسامة عريضة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
312,Latakian,طأمش,لبسَ   ثياباً أنيقة,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
313,Latakian,ماعن طيبي,عن غير قصدي,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
314,Latakian,ماخود,شي ما,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
315,Latakian,مجعوز, منزعج ,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
316,Latakian,مدير الريجي,مدير مؤسسة التبغ,website,,https://www.christian-guys.net/vb/forum/%D9%81%D8%B1%D9%81%D8%B4%D8%A9/%D8%B5%D9%88%D8%B1-%D9%88-%D8%B1%D8%B3%D9%88%D9%85%D8%A7%D8%AA/%D8%AA%D8%B3%D8%A7%D9%84%D9%8A-%D9%84%D9%84%D8%B5%D9%88%D8%A8%D8%AD/14908-%D9%85%D8%B5%D8%B7%D9%84%D8%AD%D8%A7%D8%AA-%D8%B6%D9%8A%D8%B9%D8%A9-%D8%B6%D8%A7%D9%8A%D8%B9%D8%A9
